/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_23_852.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_23_852.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_23_852.jpg, 0, 0, 0, 7.867696E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_23_960.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_23_960.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_23_960.jpg, 0, 0, 0, 7.930747E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_063.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_063.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_063.jpg, 0, 0, 0, 7.841664E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_170.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_170.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_170.jpg, 0, 0, 0, 7.852979E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_275.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_275.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_275.jpg, 0, 0, 0, 7.809189E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_379.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_379.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_379.jpg, 0, 0, 0, 7.804235E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_487.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_487.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_487.jpg, 0, 0, 0, 8.029414E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_596.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_596.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_596.jpg, 0, 0, 0, 7.865151E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_704.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_704.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_704.jpg, 0, 0, 0, 7.778084E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_809.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_809.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_809.jpg, 0, 0, 0, 7.850596E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_24_912.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_24_912.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_24_912.jpg, 0, 0, 0, 7.83737E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_25_018.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_25_018.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_25_018.jpg, 0, 0, 0, 7.80562E-05
/Users/Mehdi/Desktop/IA/Data/IMG/center_2019_09_04_10_45_25_122.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/left_2019_09_04_10_45_25_122.jpg, /Users/Mehdi/Desktop/IA/Data/IMG/right_2019_09_04_10_45_25_122.jpg, 0, 0, 0, 7.932851E-05
